word,sentiment
külah peşinde olmak,negative
küseğen,negative
altüst etmek,negative
faturasını ödetmek,negative
boş gezmek,negative
şifayı kapmak,negative
bir tahtası eksik,negative
abliyi koyuvermek,negative
ekmeğinden olmak,negative
suyu çıkmak,negative
haşinlik,negative
şirret,negative
bigâne,negative
sorun çıkarmak,negative
çoksamak,negative
üfürükçülük,negative
korkudan çıldırmak,negative
iki eli şakaklarında düşünmek,negative
Nuh Nebi'den kalma,negative
eti kemiğine yapışmak,negative
kavruk,negative
ürperti,negative
töhmetli,negative
bayılmak,negative
sözü dağıtmak,negative
cehâlet,negative
kuş gibi uçup gitmek,negative
kirletici madde,negative
uyku sersemliği,negative
ekabir,negative
obezite,negative
derme çatma,negative
ancak,negative
kıyıntı,negative
kapana tutulmak,negative
içi kıyılmak,negative
çıkarına bakmak,negative
yırtılmış,negative
fesada vermek,negative
ekleştirmek,negative
yanına yaklaştırmamak,negative
işlemezlik,negative
kuvvetsiz,negative
ürperme,negative
hafiften almak,negative
komikleşme,negative
kadük kalmak,negative
zoraki,negative
iliğini kemirmek,negative
gagasından yakalamak,negative
iftiracılık,negative
cesaretsizce,negative
görmemiş,negative
allahsızlık,negative
üç buçuk,negative
işten çıkarmak,negative
yapışkan,negative
Vandalizm,negative
kan başına sıçramak,negative
insicamsız,negative
şuursuzca,negative
fitneci,negative
endişelenme,negative
şom ağızlı,negative
yüzü kâğıt gibi olmak,negative
gönül eğlendirmek,negative
çalkantı,negative
sebepsiz yere,negative
zayıflatmak,negative
yarayışsız,negative
zehirleyerek öldürmek,negative
titreyiş,negative
tereddi etmek,negative
arının yuvasına çöp dürtmek,negative
tedhişli,negative
manyaklık,negative
karmanyolacı,negative
oportünizm,negative
zayiat,negative
işini uydurmak,negative
lekelihumma,negative
yanına kâr kalmak,negative
hamlamak,negative
dünya gözüne zindan kesilmek,negative
bir arpa boyu yol almak,negative
sanık,negative
orospu çocuğu,negative
mesele yapmak,negative
pataklamak,negative
yuhaya tutmak,negative
bütünlemeye kalmak,negative
yanlışlık,negative
dolmacı,negative
gaflet uykusuna yatmak,negative
çeteci,negative
süprüntü,negative
taş düşürmek,negative
ağır hava,negative
başına iş çıkmak,negative
fitne fesat çıkarmak,negative
üremi,negative
erkeklik taslamak,negative
mihnet,negative
meşkuk,negative
işi olmak,negative
başı yastığa düşmek,negative
satvet,negative
fakruzaruret,negative
yeri göğü ben yarattım demek,negative
usulsüzlük,negative
müfterilik,negative
kaburgasız,negative
biyolojik savaş,negative
antipatik bulmak,negative
çarptırmak,negative
hünersiz,negative
pimpiriklenmek,negative
töre dışı,negative
küflenmek,negative
toz bulutu,negative
havale gelmek,negative
yaygara koparmak,negative
cinlenmek,negative
böbürlenmek,negative
fanfan,negative
canavar gibi,negative
havaya girmek,negative
rengini kaybetmek,negative
mağşuş,negative
âcizleşme,negative
şap gibi donmak,negative
barbarca,negative
laf anlamaz,negative
çalkanmak,negative
tariz,negative
benlik davası,negative
cinleri tepesine binmek,negative
dövülmek,negative
dememek,negative
verem,negative
eşeğe gücü yetmeyip semerini dövmek,negative
ağzına kilit takmak,negative
işgalci,negative
enselenmek,negative
daralmak,negative
terane,negative
ağır silah,negative
plaçkacı,negative
aldanmak,negative
nispet,negative
suratından düşen bin parça olmak,negative
derdini deşmek,negative
bigane,negative
yürek acısı,negative
gayrımeşru,negative
tozumak,negative
bir şey sanmak,negative
bağımlılaşmak,negative
kapı baca açık,negative
kangrenleşmek,negative
papağan,negative
paylamak,negative
dalına basmak,negative
kötü gözle bakmak,negative
suratı bir karış,negative
cüret etmek,negative
silah patlamak,negative
buz üstüne yazı yazmak,negative
su gibi olmak,negative
yundusuz,negative
somurtkanlık,negative
gayrinizami,negative
ağır,negative
yabansı,negative
aldangıç,negative
yüreğini ateş almak,negative
pert,negative
baston gibi,negative
harama uçkur çözmek,negative
yuha çekmek,negative
bencilik,negative
ağrılı,negative
ağza düşmek,negative
anakronik,negative
parmağında oynatmak,negative
mostralık,negative
nankörlük etmek,negative
savlet etmek,negative
ağrıma,negative
disiplin suçu,negative
perperişan,negative
çehresi bozulmak,negative
saplamak,negative
arada kalmak,negative
susaklık,negative
sözü ağzından almak,negative
yıkmak,negative
ağzını havaya açmak,negative
etelemek betelemek,negative
don gömlek kalmak,negative
örs ve çekiç arasında kalmak,negative
ölü doğum,negative
temcit pilavı,negative
efkârlanış,negative
takım,negative
aralarına soğukluk girmek,negative
sıkı denetimcilik,negative
davultozu,negative
laf salatası,negative
yakalanmak,negative
neme lazımcılık,negative
beğenmemek,negative
başını yakmak,negative
battal etmek,negative
ekmeğine göz koymak,negative
esip gürlemek,negative
giyotinle başını uçurmak,negative
deforme,negative
hazırlıksız bulunmak,negative
canlı cenaze,negative
paketlemek,negative
suçlu bulmak,negative
yanıltmaç,negative
soluk soluğa,negative
fırça yemek,negative
kürünü öldürmek,negative
suç yükleme,negative
vahşileştirme,negative
yardak,negative
bahtı bağlı olmak,negative
anemi,negative
tekerlenmek,negative
etmediğini bırakmamak,negative
zihni karışmak,negative
eli kırılsın,negative
hapı yutmak,negative
alabanda vermek,negative
sarakaya almak,negative
ayrı düşmek,negative
ifrata kaçmak,negative
gecekondu gibi,negative
felaket,negative
marsık,negative
gölgelemek,negative
yumurtaya kulp takmak,negative
yaramazca,negative
merhabayı kesmek,negative
yangın yeri,negative
susatmak,negative
tetikçilik,negative
toksin,negative
kalp çarpıntısı,negative
böbür böbür böbürlenmek,negative
can kaygısına düşmek,negative
diliyle sokmak,negative
zulüm görmek,negative
üstüne atmak,negative
serzenişte bulunmak,negative
kamçı çalmak,negative
sapık,negative
pislik paçalarından akmak,negative
tapon,negative
itidalini kaybetmek,negative
gözü uyku tutmamak,negative
kalp-damar hastalığı,negative
acısı içine işlemek,negative
kan pahasına,negative
münafık,negative
keyfinin kâhyası olmamak,negative
ağzı kilitlenmek,negative
tutukevi,negative
işitme özürlü,negative
yasağı çiğnemek,negative
lafı dağıtmak,negative
kalkıp kalkıp oturmak,negative
aynagöz,negative
kan boğmak,negative
nabekar,negative
kıçüstü oturmak,negative
rabıtasız,negative
kasık fıtığı,negative
kedi ile harara girmek,negative
yüreği cız cızlamak,negative
buğuz,negative
maddi kayıp,negative
aman dedirtmek,negative
hilkat garibesi,negative
kekemeleşmek,negative
ses çıkarmamak,negative
haram para,negative
kurum kurum kurumlanmak,negative
iflah olmamak,negative
ayağına kapanmak,negative
ağzını açmak,negative
yıkık yıprak,negative
tevakki,negative
söz getirmek,negative
kabul etmemek,negative
çivi sürmek,negative
kusur bulmak,negative
gecikmek,negative
gaflet uykusu,negative
erozyona uğramak,negative
boş bulunmak,negative
noksanlık,negative
tersinden okumak,negative
utanmazcasına,negative
usanç,negative
kan kusup kızılcık şerbeti içtim demek,negative
itaat etme,negative
yanlış yapmak,negative
kubat,negative
neyin nesi,negative
bitevi,negative
ağlaşma,negative
haset etmek,negative
gönül belası,negative
yaltaklanma,negative
cebin,negative
cansızlaştırmak,negative
dayatma,negative
nüzul,negative
şefkatsiz,negative
ümitsiz,negative
kahretme,negative
asabileşmek,negative
natıkasız,negative
kırık plak gibi,negative
güvendiği dal elinde kalmak,negative
zamk hastalığı,negative
kızartıcı,negative
gözleri kaçmak,negative
yaşı yerde sayılası,negative
gözünün yaşına bakmamak,negative
arkasız,negative
külah takmak,negative
müteverrim,negative
cinli,negative
iki lafı bir araya getirememek,negative
uygunsuz hareket,negative
tıkamak,negative
göz yummamak,negative
zehirlenmek,negative
iyi gözle bakmamak,negative
mecnunane,negative
kapılar yüzüne kapanmak,negative
bitli kokuş,negative
verem olma,negative
mevkuf,negative
defterinden silmek,negative
icabına bakmak,negative
sayrı,negative
cani,negative
mezâlim,negative
zorlukla,negative
künyesi gelmek,negative
faizci,negative
eziyetli,negative
yara,negative
dejeneratif bozukluk,negative
paylanmak,negative
hodbinlik,negative
sertleşmek,negative
tevkif,negative
el kazanıyla aş kaynatmak,negative
dava yitirmek,negative
yüreği hop oynamak,negative
zararlı,negative
boyu devrilsin,negative
uydurmak,negative
cebrî,negative
beter etmek,negative
perdahçı,negative
azap duymak,negative
mızmızca,negative
yiyip bitirmek,negative
zifos atmak,negative
söz yetiştirmek,negative
yave,negative
galeyana gelmek,negative
bulantı vermek,negative
cebri,negative
andropoz,negative
barbarizm,negative
felce uğramak,negative
aklı çıkmak,negative
gözleri sulanmak,negative
kafası dumanlanmak,negative
hayasızca,negative
lahavle,negative
tahrikât,negative
isnat etmek,negative
nefesi daralmak,negative
inkar etme,negative
belgevşekliği,negative
tasdi,negative
yığılmak,negative
ateşler içinde yanmak,negative
angut,negative
çivi gibi olmak,negative
ses soluk,negative
tahrikçi,negative
yabancı,negative
sayha,negative
lafını yedirmek,negative
kabızlık,negative
mecal kalmamak,negative
örtbas,negative
piknoz,negative
eşekten düşmüş karpuza dönmek,negative
kurmak,negative
tezyif,negative
pislikçi,negative
kulakları patlatmak,negative
sümüksü,negative
ince karın ağrısı,negative
elde olmamak,negative
haraç almak,negative
yalancı çıkmak,negative
bir hoşluğu olmak,negative
azimsiz,negative
zifos,negative
kaçmaktan kovalamaya vakit olmamak,negative
yamyam,negative
belaya uğramak,negative
beyni atmak,negative
sümüklü,negative
kir götürmek,negative
kanıyla ödemek,negative
papazlık etmek,negative
kendi üstüne yormak,negative
bönce,negative
susta durdurmak,negative
burkmak,negative
üşüme,negative
arka kapıdan çıkmak,negative
atla arpayı dalaştırmak,negative
behey,negative
dirlik yüzü görmemek,negative
erdemsiz,negative
ağırca,negative
cinci,negative
aforozlu,negative
ağırlaşmak,negative
uçkuruna gevşek olmak,negative
mandepsiye basmak,negative
matem tutmak,negative
dünya gözüne zindan olmak,negative
yamyaş,negative
bitli,negative
kurnaz,negative
öğürtü,negative
yere batasıca,negative
avarız,negative
agrafi,negative
üstelemek,negative
nadim olmak,negative
orospuluk,negative
tabanı yarık,negative
biçimsizce,negative
aleyhtarlık,negative
bitik,negative
"astığı astık , kestiği kestik",negative
arı gibi sokmak,negative
ana avrat düz gitmek,negative
gözünü oymak,negative
sütten kesilmek,negative
gururunu ayakaltına almak,negative
kanayaklı,negative
kendikendine gelin güveyi olmak,negative
çifte standart,negative
kömürcü çırağına dönmek,negative
yoksulluk,negative
dalgınlaşmak,negative
kendini dev aynasında görmek,negative
ağzına etmek,negative
kaburgaları çıkmak,negative
tavcı,negative
taviz,negative
ibnelik,negative
apseli,negative
tavik,negative
tatminsiz,negative
haysiyetsizce,negative
galeyan etmek,negative
netameli,negative
gözünün önünü görmemek,negative
gır gır geçmek,negative
yağmalamak,negative
tuzlu balgam,negative
gafil avlamak,negative
inkisarıhayal,negative
sayıp dökmek,negative
güveni sarsılmak,negative
başına balta kesilmek,negative
iç içe girmek,negative
buz gibi soğumak,negative
kafası bozulmak,negative
bozuşmak,negative
ölüevi,negative
güdük kalmak,negative
şişkinlik,negative
yüksekten uçmak,negative
azarlamak,negative
haraza,negative
mide fesadı,negative
haksızlığa uğramak,negative
kovuntu,negative
muzdarip olmak,negative
çıkarmak,negative
mikroplanma,negative
ümüğüne basmak,negative
uğursuzluk,negative
fahişe,negative
kafiristan,negative
papaz olmak,negative
sürçmek,negative
karavela,negative
kamış koymak,negative
düşüncesiz,negative
yol şaşmak,negative
duman vermek,negative
yüzü olmamak,negative
ihmalkârlık,negative
kabahat işlemek,negative
yüreği cız etmek,negative
öküzün trene baktığı gibi bakmak,negative
bitirmiş,negative
eteğiyle mum söndürmek,negative
kulak tıkamak,negative
siyem siyem ağlamak,negative
düzensizlik,negative
söz işitmek,negative
korkusundan altına etmek,negative
gözünü çıkarmak,negative
gayriciddi,negative
işitmezlikten gelmek,negative
yarayı tazelemek,negative
kapana kısılmak,negative
kırık dökük,negative
dama demek,negative
mükedder olmak,negative
kısır döngü,negative
iki eli böğründe kalmak,negative
çırpıştırma,negative
bronşit,negative
ruhsuzca,negative
otist,negative
mikrop,negative
zihnini oynatmak,negative
patlayıcı madde,negative
mühmel,negative
ağzı açık ayran budalası,negative
damarı tutmak,negative
muzır yayın,negative
narsisizm,negative
laçka etmek,negative
mazlum,negative
mecruh,negative
bitkinlik,negative
İsa,negative
fevt olmak,negative
zamansız,negative
gocunmak,negative
baş aşağı düşmek,negative
alıcı,negative
yalancıktan,negative
etek giymek,negative
görev kurbanı,negative
çapaçulluk,negative
yıldızı sönmek,negative
elini kolunu sallaya sallaya gezmek,negative
periarterit nodoza,negative
toprak olmak,negative
kendini koyuvermek,negative
harabe,negative
saymazlık,negative
vayvaycı,negative
temizlik yapmak,negative
kayıttan düşmek,negative
hırsızlık etmek,negative
istifçilik,negative
peşin yargı,negative
çıngar kopmak,negative
cerahatlenme,negative
kollarını sallaya sallaya gelmek,negative
vuruntulu,negative
içi ezilmek,negative
tıraş etmek,negative
cüretkârlık,negative
yüreği daralmak,negative
kesiklik vermek,negative
ite kaka,negative
hasretini çekmek,negative
tuzluya mal oturmak,negative
yasalara aykırı,negative
öfkesini almak,negative
partizan,negative
üşütücü,negative
yamulmak,negative
kelle koparmak,negative
mahşer gibi,negative
çifte standartlı,negative
şakakları atmak,negative
oyalamak,negative
ağzına düşmek,negative
karaborsa,negative
telvis,negative
tereddütle,negative
artniyet,negative
yılanın kuyruğuna basmak,negative
mihnet çekmek,negative
yamalı,negative
yer bakır gök demir kesilmek,negative
izansızlık,negative
fişek atmak,negative
mahkumiyet,negative
müdara,negative
Halep çıbanı,negative
kısıtlılık,negative
kör kuyu,negative
anjin,negative
gösteriş yapmak,negative
canı sıkılmak,negative
dayılanmak,negative
mağdur olmak,negative
tavırlı,negative
öfkelenmek,negative
tren kazası,negative
rezalet,negative
kan ter içinde,negative
gölge etmek,negative
açlıktan gözü kararmak,negative
kundakçı,negative
suratı sirke satmak,negative
acemileşmek,negative
sözü ağzında gevelemek,negative
hava patlamak,negative
insanlıktan çıkmak,negative
kaptıkaçtı,negative
nişanını atmak,negative
ürpermek,negative
içi kabarmak,negative
iskelet,negative
incehastalık,negative
tehdit savurmak,negative
mümteni,negative
gözleri velfecri okumak,negative
behçet hastalığı,negative
içi kalkmak,negative
sorun olmak,negative
yerden yere vurmak,negative
ölü soyuculuğu,negative
afacanlık,negative
olumsuzluk,negative
yüksekten bakmak,negative
dillenmek,negative
trahom,negative
gayrimuntazam,negative
vahim,negative
dırıltı çıkarmak,negative
dümenden,negative
hüzünlenmek,negative
tepegöz,negative
despotik,negative
mihnetli,negative
cebe,negative
akılsızca,negative
pisleşmek,negative
tazıya dönmek,negative
savrukluk,negative
hüzünlü,negative
güceniklik,negative
yozlaşma,negative
sınırdışı etmek,negative
taşmak,negative
kıskançlık etmek,negative
cefa,negative
sudan bahane,negative
mülevves,negative
kaşındırmak,negative
içkici,negative
yeis,negative
müşevveş,negative
ipleri birinin elinde olmak,negative
kepaze,negative
ocağı batmak,negative
mayınlı,negative
tırnak göstermek,negative
yürek burkmak,negative
cenk,negative
selzede,negative
ayvayı yemek,negative
takallüs etmek,negative
bozgun,negative
kabahati bulmak,negative
muvaffakiyetsiz,negative
kötüleme,negative
ihlal,negative
dilli,negative
nutuk çekmek,negative
şekvacı olmak,negative
eli dar olmak,negative
eli böğründe,negative
ihmal,negative
kan hastalığı,negative
elden ayaktan kesilmek,negative
yanılmak,negative
kafası boş,negative
gülle gibi,negative
gözünde şimşek çakmak,negative
mahalleyi ayağa kaldırmak,negative
yağ bağlamak,negative
çeki,negative
burnunun direği düşmek,negative
korkalamak,negative
çaça,negative
amansızca,negative
tongaya düşmek,negative
bombok,negative
etten önce çömleğe düşmek,negative
kasavet çekmek,negative
avare etmek,negative
gözleri çukura gitmek,negative
askıda kalmak,negative
vefasızca,negative
göçü,negative
kemikleri sayılmak,negative
sıkılgan,negative
çile doldurmak,negative
tırnaklarını sökmek,negative
sırsıklam,negative
arsız,negative
şeytana külahı ters giydirmek,negative
cazgırlık yapmak,negative
sakırtı,negative
siğil,negative
iliği kemiği donmak,negative
gönlü yaralı,negative
fırtınalı,negative
başını uçurmak,negative
çene,negative
güme götürmek,negative
icat çıkarmak,negative
iş çatallanmak,negative
canlı bomba,negative
çete,negative
kancıkça,negative
uyuyamama,negative
ipliği pazara çıkmak,negative
eziyet,negative
züğürtleşmek,negative
berbat etmek,negative
grip,negative
lakırtı taşımak,negative
hınzırlık etmek,negative
hareket hastalığı,negative
sera gazı,negative
trafik kilitlenmek,negative
fukaralık,negative
hor görmek,negative
karanlık kesilmek,negative
yetiştirmek,negative
soğuk ısırması,negative
zührevi,negative
lafı ağzında bırakmak,negative
sancısı tutmak,negative
fücceten gitmek,negative
dalalet,negative
katıla katıla ağlamak,negative
sıla hastalığı,negative
hunharcasına,negative
yabancı gibi durmak,negative
havaya uçmak,negative
çanak ağızlı,negative
gözlerini bitirmek,negative
sarsıntı,negative
erinçsiz,negative
tasalanmak,negative
snobizm,negative
dili boğazına akmak,negative
yasasızlık,negative
manyakça,negative
işin içinden çıkmak,negative
gafilane,negative
uykuda olmak,negative
akıl dışı,negative
nemelazımcı,negative
kompleks,negative
şişirmek,negative
kuru gürültü,negative
silinip gitmek,negative
idam etmek,negative
kumarbazlık,negative
yıldızı düşük,negative
pişirmek,negative
kerizci,negative
hovardalık,negative
aldırışsızlık,negative
kahır çekmek,negative
sıkışma,negative
zavallılık,negative
köstebek illeti,negative
dikta,negative
bir tuhaflığı olmak,negative
yağlı ip,negative
karın zarı yangısı,negative
hor tutmak,negative
dikkafalı,negative
helak etmek,negative
saçmalamak,negative
hop oturup hop kalkmak,negative
spekülatör,negative
izdiham,negative
dalgaya düşmek,negative
nankörcesine,negative
tavı geçmek,negative
yerlerde sürünmek,negative
bekri,negative
tokadı yemek,negative
dikkatsizce,negative
ticani,negative
bekrilik,negative
müşkülatlı,negative
yüreği katı,negative
güvençsiz,negative
dikiz,negative
sapır sapır dökülmek,negative
kösele suratlı,negative
müebbet hapis,negative
gönlü çökmek,negative
zerresi olmamak,negative
dilinin cezasını çekmek,negative
çorbaya sinek düşmek,negative
kuduz,negative
yamyamlık,negative
bıkıp usanmak,negative
karaca kuruca,negative
temaruz,negative
kediye peynir ısmarlamak,negative
canına tak etmek,negative
şirazeden çıkmak,negative
şüpheleniş,negative
manyaklaşmak,negative
turşu gibi olmak,negative
şikeli,negative
pejoratif,negative
gününü beklemek,negative
şap gibi kalmak,negative
burulmak,negative
alabildiğine,negative
çalıntı mal,negative
kaytak,negative
çölleşmek,negative
yarıda kalmak,negative
ufak tefek,negative
murdar,negative
mumla aratmak,negative
sıkıyönetim,negative
ters yüz etmek,negative
kan revan içinde kalmak,negative
çirkefi üzerine sıçratmak,negative
halk yardakçılığı,negative
kiralık katil,negative
dolma yutmak,negative
dikte etmek,negative
mühlik,negative
dili damağı kurumak,negative
ortadan kaldırmak,negative
ahenksiz,negative
sumsuklamak,negative
cesaretsizlik,negative
süprüntücü,negative
fel felek sokmak,negative
şeytanet,negative
halsizlik,negative
iliğini kurutmak,negative
korkma,negative
tıkalı,negative
kuşkulu,negative
boşaltmak,negative
teessür etmek,negative
başarısız,negative
çanak yalayıcılık,negative
kötek yemek,negative
karaya vurmak,negative
mağrur olmak,negative
borç altına girmek,negative
tedirginleşmek,negative
işi ahbaplığa dökmek,negative
yağı,negative
dandikleşmek,negative
gizlice,negative
şeytanca,negative
yüreği burkulmak,negative
saf dışı olmak,negative
hapis kalmak,negative
dile vermek,negative
kalender meşrep,negative
hoşnutsuzluk getirmek,negative
boynuzlanma,negative
hayvanlaşma,negative
rüşvet alma,negative
anası ağlamak,negative
benlikçi,negative
yitme,negative
işitmezliğe getirmek,negative
can damarına basmak,negative
abdestsiz,negative
giyotinle kafasını kesmek,negative
kalleş,negative
yitim,negative
debil,negative
bin dereden su getirmek,negative
yitik,negative
indirmek,negative
diş ağrısı,negative
buharlaşmak,negative
madde bağımlılığı,negative
gönlü razı olmamak,negative
indirgemek,negative
ağız yapmak,negative
vârisli,negative
kabiliyetsizlik,negative
yükümlülük,negative
gözü kesmemek,negative
meydanı dar etmek,negative
ağzından çıkanı kulağı duymamak,negative
bangır bangır bağırmak,negative
mecnun,negative
kerahet,negative
alışverişi kesmek,negative
moskof,negative
sokranmak,negative
ağılamak,negative
kırıcılık,negative
sağırlaştırmak,negative
cadılaşmak,negative
meşakkatli,negative
keçilerikaçırmak,negative
renksizlik,negative
kasaba kurnazlığı,negative
kaş yapayım yaparken göz çıkarmak,negative
tazip,negative
sözde kalmak,negative
tökezmek,negative
layt,negative
darbe indirmek,negative
akıntı,negative
gün görmemek,negative
sadistlik,negative
doymazlık,negative
güvensiz,negative
karın tokluğuna,negative
yüreği parçalanmak,negative
kalmak,negative
çivi sokmak,negative
üçkağıtçılık,negative
gözü kapalı olmak,negative
şebekleşmek,negative
bayağı kaçmak,negative
akidesi bozuk,negative
katır kuyruğu gibi kalmak,negative
bulutlandırmak,negative
gacır gucur,negative
tedirginlik,negative
olanaksızlaşma,negative
körler mahallesinde ayna satmak,negative
yakınma,negative
sağır duvar,negative
kafasına söz girmemek,negative
uyutmak,negative
kıran kırana,negative
başı kabak,negative
soğuk yakmak,negative
hanım evladı,negative
izale,negative
foslamak,negative
oyuna gelmek,negative
kangren olmak,negative
içeri girmek,negative
nefyetmek,negative
vakarsız,negative
bizar,negative
içine ateş düşmek,negative
aklının terazisi bozulmak,negative
işinden olmak,negative
kapkaranlık,negative
çaydan geçip derede boğulmak,negative
şaşılaşmak,negative
peklik,negative
habis tümör,negative
bulaşık adam,negative
lafta kalmak,negative
karaborsaya düşmek,negative
zebun kalmak,negative
cilt hastalığı,negative
kör kurşun,negative
şeytansı,negative
aşağılık,negative
çarpılmak,negative
külfet,negative
üçkâğıda getirmek,negative
lakırtı çıkarmak,negative
eksantrik,negative
ihmalcilik,negative
kâfirleşmek,negative
zaafa düşmek,negative
fobik bozukluk,negative
bozmak,negative
teşhircilik,negative
açıkgöz,negative
safsatacılık,negative
gururuna ağır gelmek,negative
tutarak,negative
gözden uzak tutmak,negative
tinercilik,negative
cehil,negative
bam teline dokunmak,negative
kara kuvvet,negative
hafifsemek,negative
istemsiz,negative
para pul tutmamak,negative
topa tutma,negative
zehir etmek,negative
yave okumak,negative
yirik,negative
kazıkçı,negative
yakıntı,negative
kereste,negative
ağzı ağzı kurumak,negative
sırnaşıklık,negative
kendini bir şey sanmak,negative
ezip büzmek,negative
gözden ırak tutmak,negative
tayip,negative
gayriahlaki,negative
pasaklı,negative
bakkal çakkal,negative
kıl kadar kalmak,negative
korkak,negative
psikolojik bozukluk,negative
cife,negative
buhar olmak,negative
har hur,negative
kandilin yağı tükenmek,negative
benci,negative
kantarlı küfür,negative
pislik,negative
çetince,negative
zilli,negative
oyalanmak,negative
kör olsun,negative
ise tutmak,negative
pezevenk,negative
saldırtmak,negative
kazık yutmuş gibi,negative
tutarga,negative
bende,negative
ilzam,negative
baskıcı,negative
boynuzlamak,negative
yakasını kaptırmak,negative
kırılıp dökülmek,negative
softa,negative
lenfoma,negative
kafası kontak,negative
garazkârlık,negative
lanetlemek,negative
zecri,negative
ucu ucuna,negative
ümidini kesmek,negative
can kalmamak,negative
fırlama,negative
hapazlamacılık,negative
bir kulağından girip öbür kulağından çıkmak,negative
silikleşmek,negative
tavır,negative
tahterevalli,negative
zehir gibi,negative
vahşi,negative
tepesinde bitmek,negative
yapışak,negative
borç harç,negative
iddia,negative
sudan çıkmış balığa dönmek,negative
boşta kalmak,negative
hırtı pırtı,negative
çıplak,negative
öksürük tutmak,negative
cins,negative
ayıyı vurmadan postunu satmak,negative
entrikaya kurban gitmek,negative
söz ayağa düşmek,negative
düşmanlaşmak,negative
yalancı şahit,negative
pislik götürmek,negative
bitkince,negative
aşağılık duygusu,negative
frengili,negative
tersinme,negative
kalleşçe,negative
yumruk hakkı,negative
sorumsuzlaşmak,negative
kaytaban,negative
sağmak,negative
sirayet etmek,negative
tahta göğüslü,negative
zekâsızlık,negative
fişek salıvermek,negative
sakınımsız,negative
içi kapanmak,negative
başına kalmak,negative
menfaat,negative
akamete uğramak,negative
kafasının bir tahtası eksik,negative
zecrî,negative
handikaplı,negative
ciğerini delmek,negative
maraza çıkarmak,negative
tertiplemek,negative
batmak,negative
paldımı aşmak,negative
zımbalamak,negative
gacırdamak,negative
ayıplama,negative
vergi kaçakçısı,negative
dünya başına dar gelmek,negative
canı çıkmak,negative
düşündürmek,negative
tımarhanelik,negative
geçimsizlik,negative
binmek,negative
üzerine çökmek,negative
yobazlaşmak,negative
dumura uğramak,negative
ihmâl,negative
can bunaltısı,negative
ürkme,negative
acısını bağrına basmak,negative
yüreğine kar yağmak,negative
kızışmak,negative
kınamak,negative
softaca,negative
ölümüne susamak,negative
tıkanık,negative
belini bükmek,negative
yalandan,negative
yaltakçı,negative
dudak sarkıtmak,negative
kırdığı koz kırkı aşmak,negative
hava bulanmak,negative
cıvımak,negative
damarsız,negative
istençsizlik,negative
yüzünü kızartmak,negative
zecir,negative
çanına ot tıkamak,negative
garipleşmek,negative
mutsuzluk,negative
tangır tungur,negative
mahrum,negative
kostaklanmak,negative
girdabına kapılmak,negative
afallaşmak,negative
tıraşlamak,negative
açık vermek,negative
tel cambazı,negative
elle tutulacak tarafı kalmamak,negative
yuvarlamak,negative
kan başına toplanmak,negative
kendi kuyusunu kendi kazmak,negative
gözünde olmamak,negative
perihastalığı,negative
disiplinsizce,negative
sapsarı olmak,negative
kahpeleşmek,negative
müteaffin,negative
yabanıllaşma,negative
aslı faslı olmamak,negative
garazkâr,negative
ağzını açıp gözünü yummak,negative
göğüs kanseri,negative
katı yürekli,negative
bulanmak,negative
kayışa çekmek,negative
baskı altında tutmak,negative
uydurmasyon,negative
masraf kapısı açmak,negative
gönlünü yaralamak,negative
tuhaflık,negative
kuruntuya kapılmak,negative
istihkar,negative
kükremek,negative
tutukluk,negative
otokrasi,negative
karanlıkta göz kırpmak,negative
dalgasını taşlamak,negative
görevinden uzaklaştırmak,negative
izbelik,negative
kuru kafa,negative
çağ dışı olmak,negative
muannit,negative
güvensizlik,negative
yumruk atmak,negative
ürkek,negative
akıldan yoksun,negative
zebun,negative
kukla gibi oynatmak,negative
meleme,negative
tarumar,negative
bağladığı yerde otlamak,negative
kuru kilim üstünde kalmak,negative
ineklik,negative
sofistik,negative
abliyi kaçırmak,negative
ateşle oynamak,negative
acılaşmak,negative
hızını alamamak,negative
fücceten,negative
tereddi,negative
ihanet,negative
yüreğine od düşmek,negative
yağ basmak,negative
ayağını kesmek,negative
ziyankar,negative
çay kenarında kuyu kazmak,negative
sonradan görme,negative
badik,negative
septisemi,negative
telaşe nazırı,negative
güçlükle,negative
yitiş,negative
yoğalmak,negative
ötekileşmek,negative
bedbinlik,negative
aşırmak,negative
onuruna dokunmak,negative
taşkın,negative
kanserleşme,negative
trajik,negative
cezaya çarptırmak,negative
kaygılanma,negative
kalbi sızlamak,negative
kanlı yaş dökmek,negative
çenilemek,negative
küçüksemek,negative
kulağına girmemek,negative
gücenmek,negative
haydutluk,negative
sömürgen,negative
aksiliği tutmak,negative
sertlik,negative
göğsü daralmak,negative
nefsine uymak,negative
zora koşmak,negative
usanç getirmek,negative
kurşun gibi,negative
apışak,negative
yarımlık,negative
kaypak,negative
kirlenmek,negative
güçlük çekmek,negative
palaspare,negative
rayından çıkmak,negative
ayağına getirmek,negative
ana avrat dümdüz gitmek,negative
önemsizlik,negative
şizofren,negative
horoz akıllı,negative
gözetleme,negative
yoksullaşmak,negative
varis,negative
meymenetsizce,negative
mazlumluk,negative
kaynar,negative
damarı bozuk,negative
üstünkörü,negative
ruhu karartmak,negative
empoze,negative
içinden kan gitmek,negative
günahına girmek,negative
leke,negative
şifayı bulmak,negative
başı daralmak,negative
hamiyetsiz,negative
on paralık etmek,negative
bombacı,negative
